title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Men in Black",movie,"Action, Adventure, Comedy",1997,tt0119654,7.3,628019,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Men in Black II",movie,"Action, Adventure, Comedy",2002,tt0120912,6.2,412726,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Poltergeist,movie,"Horror, Thriller",1982,tt0084516,7.3,185890,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
Munich,movie,"Drama, History, Thriller",2005,tt0408306,7.5,243745,"HK, MY, PH, SG, TW"
"Wild Strawberries",movie,"Drama, Romance",1957,tt0050986,8.1,117852,US
"The Last Samurai",movie,"Action, Drama",2003,tt0325710,7.8,481417,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Wild Things",movie,"Crime, Drama, Mystery",1998,tt0120890,6.6,134203,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Bodyguard",movie,"Drama, Music, Romance",1992,tt0103855,6.4,151452,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Ghostbusters,movie,"Action, Comedy, Fantasy",1984,tt0087332,7.8,463750,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
Grease,movie,"Comedy, Musical, Romance",1978,tt0077631,7.2,308647,"AD, DK, ES, FI, NO, PT, SE"
"Interview with the Vampire",movie,"Drama, Fantasy, Horror",1994,tt0110148,7.5,357175,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Wizard of Oz",movie,"Adventure, Family, Fantasy",1939,tt0032138,8.1,440578,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Bridget Jones's Diary",movie,"Comedy, Drama, Romance",2001,tt0243155,6.8,269909,"FR, MC, NL, US"
"When Harry Met Sally...",movie,"Comedy, Drama, Romance",1989,tt0098635,7.7,249662,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Battleship Potemkin",movie,"Drama, History, Thriller",1925,tt0015648,7.9,62553,US
"Beauty and the Beast",movie,"Drama, Fantasy, Romance",1946,tt0038348,7.9,28653,US
"Belle de Jour",movie,"Drama, Romance",1967,tt0061395,7.6,50341,US
Troy,movie,"Adventure, Drama",2004,tt0332452,7.3,583856,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, UY, VE"
"On the Waterfront",movie,"Crime, Drama, Thriller",1954,tt0047296,8.1,169024,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Paris, Texas",movie,Drama,1984,tt0087884,8.1,126839,US
"The Tin Drum",movie,"Drama, War",1979,tt0078875,7.4,26437,US
"The Marriage of Maria Braun",movie,Drama,1979,tt0079095,7.7,15336,US
"Saw IV",movie,"Horror, Mystery, Thriller",2007,tt0890870,5.9,169030,US
Twister,movie,"Action, Adventure, Thriller",1996,tt0117998,6.5,239653,"AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, GT, HK, HN, HR, HU, ID, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TH, TW, UY, VE"
Ben-Hur,movie,"Adventure, Drama",1959,tt0052618,8.1,258666,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,659167,"DK, FI, NO, SE"
"Harry Potter and the Sorcerer's Stone",movie,"Adventure, Family, Fantasy",2001,tt0241527,7.7,883106,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Chamber of Secrets",movie,"Adventure, Family, Fantasy",2002,tt0295297,7.4,712774,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Prisoner of Azkaban",movie,"Adventure, Family, Fantasy",2004,tt0304141,7.9,712578,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Goblet of Fire",movie,"Adventure, Family, Fantasy",2005,tt0330373,7.7,701137,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Harry Potter and the Order of the Phoenix",movie,"Action, Adventure, Family",2007,tt0373889,7.5,651495,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Pulp Fiction",movie,"Crime, Drama",1994,tt0110912,8.9,2282916,"AD, ES"
Contact,movie,"Drama, Mystery, Sci-Fi",1997,tt0118884,7.5,299279,"BE, FR, MC"
"The Bridges of Madison County",movie,"Drama, Romance",1995,tt0112579,7.6,91235,"AD, BE, ES, FR, MC, PT"
"Meet the Fockers",movie,"Comedy, Romance",2004,tt0290002,6.3,291918,"HK, MY, PH, SG, TW"
"The Shining",movie,"Drama, Horror",1980,tt0081505,8.4,1142779,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
"A Hard Day's Night",movie,"Comedy, Musical",1964,tt0058182,7.5,49027,US
"Four Weddings and a Funeral",movie,"Comedy, Drama, Romance",1994,tt0109831,7.1,170285,US
"Top Gun",movie,"Action, Drama",1986,tt0092099,6.9,516808,"AD, DK, ES, FI, NO, PT, SE"
"The Sixth Sense",movie,"Drama, Mystery, Thriller",1999,tt0167404,8.2,1079882,US
"The Last Emperor",movie,"Biography, Drama, History",1987,tt0093389,7.7,113904,US
"V for Vendetta",movie,"Action, Drama, Sci-Fi",2005,tt0434409,8.1,1200094,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Faces,movie,Drama,1968,tt0062952,7.4,12026,US
"From Dusk Till Dawn",movie,"Action, Crime, Horror",1996,tt0116367,7.2,349076,"HK, MY, PH, SG, TW"
"The Evil Dead",movie,Horror,1981,tt0083907,7.4,239338,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Harry Potter and the Half-Blood Prince",movie,"Action, Adventure, Family",2009,tt0417741,7.6,613259,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Goodfellas,movie,"Biography, Crime, Drama",1990,tt0099685,8.7,1295209,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Gone with the Wind",movie,"Drama, Romance, War",1939,tt0031381,8.2,340855,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"A Trip to the Moon",movie,"Adventure, Comedy, Fantasy",1902,tt0000417,8.1,57414,US
"Monsieur Hulot's Holiday",movie,Comedy,1953,tt0046487,7.3,20703,US
Vampyr,movie,"Fantasy, Horror",1932,tt0023649,7.4,21245,US
"The Passion of Joan of Arc",movie,"Biography, Drama, History",1928,tt0019254,8.1,62822,US
Gattaca,movie,"Drama, Sci-Fi, Thriller",1997,tt0119177,7.7,330715,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Kolya,movie,"Comedy, Drama, Music",1996,tt0116790,7.7,16435,"CZ, SK"
Platoon,movie,"Drama, War",1986,tt0091763,8.1,448403,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Persona,movie,"Drama, Thriller",1966,tt0060827,8,133896,US
Se7en,movie,"Crime, Drama, Mystery",1995,tt0114369,8.6,1859237,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Shrek,movie,"Adventure, Animation, Comedy",2001,tt0126029,7.9,756414,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Shrek 2",movie,"Adventure, Animation, Comedy",2004,tt0298148,7.4,519214,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Shrek the Third",movie,"Adventure, Animation, Comedy",2007,tt0413267,6.1,340545,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Austin Powers in Goldmember",movie,"Action, Adventure, Comedy",2002,tt0295178,6.2,226652,"AD, ES"
"The Music Room",movie,"Drama, Music",1958,tt0051792,7.9,6938,US
Diabolique,movie,"Crime, Drama, Horror",1955,tt0046911,8.1,70764,US
M,movie,"Crime, Mystery, Thriller",1931,tt0022100,8.3,173751,US
"Umberto D.",movie,Drama,1952,tt0045274,8.2,28996,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Close Encounters of the Third Kind",movie,"Drama, Sci-Fi",1977,tt0075860,7.6,222232,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Dune,movie,"Action, Adventure, Sci-Fi",1984,tt0087182,6.3,184053,US
"In the Mood for Love",movie,"Drama, Romance",2000,tt0118694,8.1,172179,US
"Brief Encounter",movie,"Drama, Romance",1945,tt0037558,8,45524,US
"The Mask",movie,"Comedy, Crime, Fantasy",1994,tt0110475,7,435734,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Black Hawk Down",movie,"Action, Drama, History",2001,tt0265086,7.7,432597,"HK, ID, MY, PH, PL, SG, TH, TW"
"Sleepless in Seattle",movie,"Comedy, Drama, Romance",1993,tt0108160,6.8,195070,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dangerous Liaisons",movie,"Drama, Romance",1988,tt0094947,7.5,76565,"BE, FR, MC, PT"
WarGames,movie,"Action, Drama, Sci-Fi",1983,tt0086567,7.1,114142,US
"Finding Neverland",movie,"Biography, Drama, Family",2004,tt0308644,7.7,213651,"HK, ID, MY, PH, SG, TH, TW"
"Singin' in the Rain",movie,"Comedy, Musical, Romance",1952,tt0045152,8.3,267577,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"The Color Purple",movie,Drama,1985,tt0088939,7.7,99459,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Hook,movie,"Adventure, Comedy, Family",1991,tt0102057,6.8,278618,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Few Good Men",movie,"Drama, Thriller",1992,tt0104257,7.7,295969,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Coffee and Cigarettes",movie,"Comedy, Drama, Music",2003,tt0379217,7,68483,US
"All the President's Men",movie,"Drama, History, Thriller",1976,tt0074119,7.9,129156,"BE, DK, FI, FR, MC, NL, NO, SE"
Aparajito,movie,Drama,1956,tt0048956,8.2,16518,US
"City Lights",movie,"Comedy, Drama, Romance",1931,tt0021749,8.5,202235,US
"Cool Hand Luke",movie,"Crime, Drama",1967,tt0061512,8,192255,"BE, FR, MC"
"Meet Me in St. Louis",movie,"Comedy, Drama, Family",1944,tt0037059,7.5,28452,US
"The Thomas Crown Affair",movie,"Crime, Drama, Romance",1968,tt0063688,6.9,29112,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Thomas Crown Affair",movie,"Crime, Romance, Thriller",1999,tt0155267,6.9,102627,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Great Dictator",movie,"Comedy, Drama, War",1940,tt0032553,8.4,243935,US
Bullitt,movie,"Action, Crime, Thriller",1968,tt0062765,7.4,77602,"BE, FR, MC"
"Dead Man",movie,"Adventure, Comedy, Drama",1995,tt0112817,7.5,104821,US
"Dawn of the Dead",movie,Horror,2004,tt0363547,7.2,278218,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Gremlins,movie,"Comedy, Fantasy, Horror",1984,tt0087363,7.3,255714,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Gremlins 2: The New Batch",movie,"Comedy, Fantasy, Horror",1990,tt0099700,6.4,115378,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
Godzilla,movie,"Action, Sci-Fi, Thriller",1998,tt0120685,5.4,206913,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",movie,"Comedy, War",1964,tt0057012,8.3,530417,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Pink Panther",movie,"Comedy, Crime, Romance",1963,tt0057413,7,58109,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"The Lady Vanishes",movie,"Mystery, Thriller",1938,tt0030341,7.7,58434,US
"Lethal Weapon",movie,"Action, Crime, Thriller",1987,tt0093409,7.6,282512,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 2",movie,"Action, Crime, Thriller",1989,tt0097733,7.3,192923,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 3",movie,"Action, Crime, Thriller",1992,tt0104714,6.7,181847,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lethal Weapon 4",movie,"Action, Crime, Thriller",1998,tt0122151,6.6,174933,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Lawrence of Arabia",movie,"Adventure, Biography, Drama",1962,tt0056172,8.3,323083,US
"Ice Age: The Meltdown",movie,"Adventure, Animation, Comedy",2006,tt0438097,6.8,303160,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
Madagascar,movie,"Adventure, Animation, Comedy",2005,tt0351283,6.9,449438,"AG, AR, BA, BB, BE, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Mission: Impossible",movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,480644,"AD, DK, ES, FI, NO, PT, SE"
"Mission: Impossible II",movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,385467,"AD, DK, ES, FI, NO, PT"
"Mission: Impossible III",movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,398092,"AD, DK, ES, FI, NO, PT"
"The Gold Rush",movie,"Adventure, Comedy, Drama",1925,tt0015864,8.1,121240,US
Spartacus,movie,"Adventure, Biography, Drama",1960,tt0054331,7.9,146119,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dog Day Afternoon",movie,"Biography, Crime, Drama",1975,tt0072890,8,278409,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Seven Years in Tibet",movie,"Adventure, Biography, Drama",1997,tt0120102,7.1,159373,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dirty Harry",movie,"Action, Crime, Thriller",1971,tt0066999,7.7,172460,"BE, FR, MC, US"
Eraserhead,movie,"Fantasy, Horror",1977,tt0074486,7.3,131269,US
Stagecoach,movie,"Adventure, Drama, Western",1939,tt0031971,7.8,55372,US
"Mulholland Drive",movie,"Drama, Mystery, Thriller",2001,tt0166924,7.9,393280,"FR, MC"
Sommersby,movie,"Drama, Mystery, Romance",1993,tt0108185,6.3,23673,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The French Connection",movie,"Action, Crime, Drama",1971,tt0067116,7.7,139481,US
"The Hidden Fortress",movie,"Adventure, Drama",1958,tt0051808,8,43313,US
"Elevator to the Gallows",movie,"Crime, Drama, Thriller",1958,tt0051378,7.9,29626,US
"The Prestige",movie,"Drama, Mystery, Sci-Fi",2006,tt0482571,8.5,1481712,"BE, BG, CZ, DK, FI, FR, HU, ID, MC, MD, MY, NO, PH, PL, RO, SE, SG, SK, TH"
Dreamgirls,movie,"Drama, Musical",2006,tt0443489,6.6,78282,"HK, ID, MY, PH, SG, TH, TW"
"The Queen",movie,"Biography, Drama",2006,tt0436697,7.3,116978,"FR, MC"
"The Remains of the Day",movie,"Drama, Romance",1993,tt0107943,7.8,87118,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Hannibal Rising",movie,"Adventure, Crime, Drama",2007,tt0367959,6.1,117901,"FR, MC"
"Letters from Iwo Jima",movie,"Action, Adventure, Drama",2006,tt0498380,7.8,172229,"BE, FR, MC"
"Street Kings",movie,"Action, Crime, Thriller",2008,tt0421073,6.8,122706,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Mr. Bean's Holiday",movie,"Comedy, Family",2007,tt0453451,6.4,136469,"HK, ID, MY, PH, SG, TH, TW"
300,movie,"Action, Drama",2006,tt0416449,7.6,879579,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
TMNT,movie,"Action, Adventure, Animation",2007,tt0453556,6.2,70233,"BE, FR, MC"
Bean,movie,"Adventure, Comedy, Family",1997,tt0118689,6.5,112573,"HK, ID, MY, PH, SG, TH, TW"
"Blood Diamond",movie,"Adventure, Drama, Thriller",2006,tt0450259,8,598512,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Stalker,movie,"Drama, Sci-Fi",1979,tt0079944,8,148481,US
"Sex, Lies, and Videotape",movie,Drama,1989,tt0098724,7.2,60854,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Departed",movie,"Crime, Drama, Thriller",2006,tt0407887,8.5,1457962,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Once Upon a Time in Mexico",movie,"Action, Crime, Thriller",2003,tt0285823,6.3,171888,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Little Children",movie,"Drama, Romance",2006,tt0404203,7.5,118458,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman Returns",movie,"Action, Adventure, Sci-Fi",2006,tt0348150,6.1,293935,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Hellboy,movie,"Action, Adventure, Fantasy",2004,tt0167190,6.9,357261,"BA, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"Miss Congeniality",movie,"Action, Comedy, Crime",2000,tt0212346,6.3,235973,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Flatliners,movie,"Drama, Horror, Sci-Fi",1990,tt0099582,6.6,95295,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Parenthood,movie,"Comedy, Drama",1989,tt0098067,7.1,56200,US
"Down by Law",movie,"Comedy, Crime, Drama",1986,tt0090967,7.6,56365,US
"The Spanish Apartment",movie,"Comedy, Drama, Romance",2002,tt0283900,7.3,43157,"FR, MC"
Chicago,movie,"Comedy, Crime, Musical",2002,tt0299658,7.2,247409,"HK, MY, PH, SG, TW"
"Raging Bull",movie,"Biography, Drama, Sport",1980,tt0081398,8.1,389042,US
Rope,movie,"Crime, Drama, Mystery",1948,tt0040746,7.9,158046,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Holiday",movie,"Comedy, Romance",2006,tt0457939,7,333692,"BE, FR, MC"
"School of Rock",movie,"Comedy, Music",2003,tt0332379,7.2,339703,"HK, ID, MY, PH, SG, TH, TW"
"Nowhere in Africa",movie,"Biography, Drama, History",2001,tt0161860,7.5,14295,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Shot in the Dark",movie,"Comedy, Crime, Mystery",1964,tt0058586,7.3,31822,US
"Meet the Parents",movie,"Comedy, Romance",2000,tt0212338,7,362820,"HK, MY, PH, SG, TW"
"Jules and Jim",movie,"Drama, Romance",1962,tt0055032,7.7,45303,US
"Mississippi Burning",movie,"Crime, Drama, Mystery",1988,tt0095647,7.8,114495,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Free Willy",movie,"Adventure, Drama, Family",1993,tt0106965,6,84832,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Island",movie,"Action, Sci-Fi, Thriller",2005,tt0399201,6.8,331865,"BE, FR, HK, ID, MC, MY, PH, SG, TH, TW"
"Bill & Ted's Excellent Adventure",movie,"Adventure, Comedy, Music",1989,tt0096928,6.9,144212,US
